SeqName	SeqLength	HitStart	HitEnd	HitLength	PercentID	E-value
Chr09	74699160	43193402	43193567	166	81.6091954	7.00E-36
Chr09	74699160	33516944	33517120	177	77.96610169	3.00E-35
Chr09	74699160	2112269	2112699	431	69.01709402	9.00E-35
Chr09	74699160	43193207	43193316	110	92.85714286	9.00E-35
Chr09	74699160	51818226	51818462	237	75.52742616	9.00E-35
Chr09	74699160	43470643	43470802	160	80.48780488	6.00E-31
Chr09	74699160	3159366	3159551	186	76.92307692	2.00E-30
Chr09	74699160	3159366	3159551	186	76.92307692	2.00E-30
Chr09	74699160	58184686	58184807	122	86.17886179	2.00E-29
Chr09	74699160	63343739	63343842	104	90.38461538	2.00E-29
Chr09	74699160	63343739	63343842	104	90.38461538	2.00E-29
Chr09	74699160	43201822	43201944	123	85.82677165	3.00E-27
Chr09	74699160	59859704	59859784	81	96.2962963	1.00E-26
Chr09	74699160	59859704	59859784	81	96.2962963	1.00E-26
Chr09	74699160	69186699	69186801	103	85.4368932	3.00E-21
Chr09	74699160	3826941	3827084	144	78.62068966	1.00E-20
Chr09	74699160	68435123	68435199	77	90.90909091	5.00E-19
Chr09	74699160	68435123	68435199	77	90.90909091	5.00E-19
Chr09	74699160	71827640	71827695	56	100	2.00E-17
Chr09	74699160	22078601	22078690	90	84.61538462	3.00E-16
Chr09	74699160	43193348	43193406	59	96.61016949	3.00E-16
Chr09	74699160	5545787	5545869	83	85.54216867	9.00E-16
Chr09	74699160	42771303	42771358	56	98.21428571	9.00E-16
Chr09	74699160	47929703	47929770	68	91.17647059	9.00E-16
Chr09	74699160	3811166	3811252	87	83.90804598	3.00E-15
Chr09	74699160	3811166	3811252	87	83.90804598	3.00E-15
Chr09	74699160	3732798	3732916	119	78.99159664	1.00E-14
Chr09	74699160	71129534	71129611	78	87.17948718	1.00E-14
Chr09	74699160	9225862	9225950	89	83.33333333	4.00E-14
Chr09	74699160	42771397	42771451	55	96.36363636	4.00E-14
Chr09	74699160	43279287	43279349	63	92.06349206	4.00E-14
Chr09	74699160	66793886	66793968	83	83.72093023	4.00E-14
Chr09	74699160	66793886	66793968	83	83.72093023	4.00E-14
Chr09	74699160	9269907	9270036	130	75.93984962	5.00E-13
Chr09	74699160	9269907	9270036	130	75.93984962	5.00E-13
Chr09	74699160	11057375	11057427	53	96.22641509	5.00E-13
Chr09	74699160	11057375	11057427	53	96.22641509	5.00E-13
Chr09	74699160	3716487	3716558	72	86.11111111	2.00E-12
Chr09	74699160	3716487	3716558	72	86.11111111	2.00E-12
Chr09	74699160	5548883	5548939	57	92.98245614	2.00E-12
Chr09	74699160	60263938	60264021	84	83.33333333	2.00E-12
Chr09	74699160	60265329	60265385	57	92.98245614	2.00E-12
Chr09	74699160	42771358	42771403	46	100	6.00E-12
Chr09	74699160	43470801	43470866	66	87.87878788	6.00E-12
Chr09	74699160	63834458	63834612	155	72.22222222	6.00E-12
Chr09	74699160	63834458	63834612	155	72.22222222	6.00E-12
Chr09	74699160	70158960	70159056	97	80.41237113	2.00E-11
Chr09	74699160	70867470	70867605	136	74.82014388	2.00E-11
Chr09	74699160	70867470	70867605	136	74.82014388	2.00E-11
Chr09	74699160	43470868	43470942	75	84	7.00E-11
Chr09	74699160	5546518	5546573	56	91.07142857	2.00E-10
Chr09	74699160	43279352	43279417	66	84.84848485	3.00E-09
Chr09	74699160	49002578	49002706	129	72.86821705	3.00E-09
Chr09	74699160	1200953	1201002	50	92	1.00E-08
Chr09	74699160	18739032	18739088	57	89.47368421	1.00E-08
Chr09	74699160	66848518	66848567	50	92	1.00E-08
Chr09	74699160	3791174	3791242	69	82.60869565	4.00E-08
Chr09	74699160	3791174	3791242	69	82.60869565	4.00E-08
Chr09	74699160	6922132	6922173	42	97.61904762	4.00E-08
Chr09	74699160	6922132	6922173	42	97.61904762	4.00E-08
Chr09	74699160	4679464	4679504	41	97.56097561	1.00E-07
Chr09	74699160	7103249	7103330	82	77.90697674	1.00E-07
Chr09	74699160	60264665	60264720	56	87.5	1.00E-07
Chr09	74699160	820652	820812	161	68.25396825	4.00E-07
Chr09	74699160	820652	820812	161	68.25396825	4.00E-07
Chr09	74699160	30721434	30721475	42	95.23809524	4.00E-07
Chr09	74699160	30721434	30721475	42	95.23809524	4.00E-07
Chr09	74699160	42771186	42771225	40	97.5	4.00E-07
Chr09	74699160	7724599	7724677	79	78.48101266	1.00E-06
Chr09	74699160	33517647	33517682	36	100	1.00E-06
Chr09	74699160	42771225	42771268	44	93.18181818	1.00E-06
Chr09	74699160	51446230	51446275	46	91.30434783	1.00E-06
Chr09	74699160	62813290	62813347	58	86.20689655	1.00E-06
Chr09	74699160	62813290	62813347	58	86.20689655	1.00E-06
Chr10	70180950	7747854	7750151	2298	99.21908894	0
Chr10	70180950	7748904	7750151	1248	99.51961569	0
Chr10	70180950	8535037	8535698	662	88.6002886	0
Chr10	70180950	9162072	9162542	471	91.76954733	0
Chr10	70180950	9162072	9162542	471	91.76954733	0
Chr10	70180950	12383929	12384558	630	91.71875	0
Chr10	70180950	12383929	12384558	630	91.71875	0
Chr10	70180950	17804350	17804782	433	98.15242494	0
Chr10	70180950	17804782	17805207	426	97.6635514	0
Chr10	70180950	29873766	29879333	5568	98.54656379	0
Chr10	70180950	4113308	4113592	285	93.70629371	3.00E-117
Chr10	70180950	56246200	56246442	243	96.70781893	6.00E-107
Chr10	70180950	44135209	44135437	229	98.25327511	7.00E-106
Chr10	70180950	44135209	44135437	229	98.25327511	7.00E-106
Chr10	70180950	19886537	19886762	226	98.67256637	2.00E-105
Chr10	70180950	26547493	26547709	217	99.53917051	3.00E-103
Chr10	70180950	26547493	26547709	217	99.53917051	3.00E-103
Chr10	70180950	56245993	56246200	208	97.61904762	3.00E-92
Chr10	70180950	9002957	9003147	191	100	1.00E-90
Chr10	70180950	18873300	18873549	250	87.84313725	4.00E-83
Chr10	70180950	18873300	18873549	250	87.84313725	4.00E-83
Chr10	70180950	59214489	59214675	187	97.32620321	2.00E-80
Chr10	70180950	10297672	10297878	207	89.85507246	4.00E-71
Chr10	70180950	10297672	10297878	207	89.85507246	4.00E-71
Chr10	70180950	35333820	35333999	180	91.66666667	4.00E-64
Chr10	70180950	56465751	56465890	140	98.57142857	3.00E-59
Chr10	70180950	8534784	8534932	149	95.30201342	4.00E-58
Chr10	70180950	63234743	63234968	226	82.40343348	3.00E-54
Chr10	70180950	26547710	26547832	123	96.8	2.00E-48
Chr10	70180950	26547710	26547832	123	96.8	2.00E-48
Chr10	70180950	60969259	60969378	120	95.04132231	2.00E-43
Chr10	70180950	61161528	61161631	104	99.03846154	8.00E-42
Chr10	70180950	61161528	61161631	104	99.03846154	8.00E-42
Chr10	70180950	57383642	57383778	137	86.89655172	9.00E-41
Chr10	70180950	57383642	57383778	137	86.89655172	9.00E-41
Chr10	70180950	8534932	8535043	112	95.57522124	3.00E-40
Chr10	70180950	9162568	9162675	108	96.2962963	3.00E-40
Chr10	70180950	9549574	9549739	166	82.75862069	1.00E-38
Chr10	70180950	59744672	59744791	120	88.28125	6.00E-37
Chr10	70180950	59744672	59744791	120	88.28125	6.00E-37
Chr10	70180950	33625868	33626098	231	76.29310345	2.00E-36
Chr10	70180950	10087991	10088127	137	86.13138686	3.00E-35
Chr10	70180950	9549825	9549934	110	92.85714286	9.00E-35
Chr10	70180950	21833548	21833655	108	93.63636364	9.00E-35
Chr10	70180950	61056130	61056296	167	81.00558659	9.00E-35
Chr10	70180950	1230100	1230238	139	85.61151079	3.00E-34
Chr10	70180950	1230100	1230238	139	85.61151079	3.00E-34
Chr10	70180950	56625729	56625902	174	80.45977011	3.00E-34
Chr10	70180950	62056127	62056318	192	79.20792079	1.00E-33
Chr10	70180950	62056127	62056318	192	79.20792079	1.00E-33
Chr10	70180950	10086961	10087074	114	87.71929825	7.00E-30
Chr10	70180950	60828722	60828848	127	85.03937008	8.00E-29
Chr10	70180950	60828722	60828848	127	85.03937008	8.00E-29
Chr10	70180950	10088324	10088436	113	86.84210526	3.00E-27
Chr10	70180950	64561512	64561597	86	94.18604651	1.00E-26
Chr10	70180950	14974417	14974516	100	89	4.00E-26
Chr10	70180950	14112039	14112229	191	75.63451777	2.00E-24
Chr10	70180950	10087210	10087292	83	92.77108434	6.00E-24
Chr10	70180950	64442423	64442540	118	82.20338983	2.00E-23
Chr10	70180950	14139938	14140119	182	75.53191489	8.00E-23
Chr10	70180950	14523076	14523204	129	81.88405797	8.00E-23
Chr10	70180950	23935565	23935670	106	85.04672897	3.00E-22
Chr10	70180950	23935565	23935670	106	85.04672897	3.00E-22
Chr10	70180950	47415262	47415430	169	75.72254335	3.00E-22
Chr10	70180950	29010697	29010766	70	92.85714286	6.00E-18
Chr10	70180950	29010697	29010766	70	92.85714286	6.00E-18
Chr10	70180950	5984159	5984219	61	96.72131148	2.00E-17
Chr10	70180950	9549735	9549793	59	96.61016949	3.00E-16
Chr10	70180950	11641716	11641817	102	81.73076923	9.00E-16
Chr10	70180950	29874817	29874980	164	73.33333333	9.00E-16
Chr10	70180950	14981969	14982049	81	84.70588235	3.00E-15
Chr10	70180950	61056062	61056120	59	93.22033898	1.00E-13
Chr10	70180950	12503527	12503610	84	82.55813953	2.00E-12
Chr10	70180950	11649833	11649944	112	76.99115044	6.00E-12
Chr10	70180950	23140855	23140915	61	90.16393443	6.00E-12
Chr10	70180950	23140855	23140915	61	90.16393443	6.00E-12
Chr10	70180950	12858691	12858800	110	77.27272727	2.00E-11
Chr10	70180950	12858691	12858800	110	77.27272727	2.00E-11
Chr10	70180950	59585602	59585681	80	82.5	2.00E-11
Chr10	70180950	26983979	26984034	56	89.83050847	2.00E-10
Chr10	70180950	26983979	26984034	56	89.83050847	2.00E-10
Chr10	70180950	57383777	57383818	42	100	8.00E-10
Chr10	70180950	57383777	57383818	42	100	8.00E-10
Chr10	70180950	59744631	59744672	42	100	8.00E-10
Chr10	70180950	59744631	59744672	42	100	8.00E-10
Chr10	70180950	65577286	65577349	64	86.36363636	8.00E-10
Chr10	70180950	11668018	11668063	46	95.65217391	3.00E-09
Chr10	70180950	9324908	9324988	81	80.48780488	1.00E-08
Chr10	70180950	12265488	12265531	44	95.45454545	4.00E-08
Chr10	70180950	11218021	11218077	57	87.93103448	1.00E-07
Chr10	70180950	20406956	20406993	38	100	1.00E-07
Chr10	70180950	20406956	20406993	38	100	1.00E-07
Chr10	70180950	1230251	1230303	53	88.67924528	1.00E-06
Chr10	70180950	1230251	1230303	53	88.67924528	1.00E-06
Chr10	70180950	1552318	1552393	76	78.94736842	1.00E-06
Chr10	70180950	1552318	1552393	76	78.94736842	1.00E-06
